District,gnn_embed_0,gnn_embed_1,gnn_embed_2,gnn_embed_3,gnn_embed_4,gnn_embed_5,gnn_embed_6,gnn_embed_7,gnn_embed_8,gnn_embed_9,gnn_embed_10,gnn_embed_11,gnn_embed_12,gnn_embed_13,gnn_embed_14,gnn_embed_15,gnn_embed_16,gnn_embed_17,gnn_embed_18,gnn_embed_19,gnn_embed_20,gnn_embed_21,gnn_embed_22,gnn_embed_23,gnn_embed_24,gnn_embed_25,gnn_embed_26,gnn_embed_27,gnn_embed_28,gnn_embed_29,gnn_embed_30,gnn_embed_31,gnn_embed_32,gnn_embed_33,gnn_embed_34,gnn_embed_35,gnn_embed_36,gnn_embed_37,gnn_embed_38,gnn_embed_39,gnn_embed_40,gnn_embed_41,gnn_embed_42,gnn_embed_43,gnn_embed_44,gnn_embed_45,gnn_embed_46,gnn_embed_47,gnn_embed_48,gnn_embed_49,gnn_embed_50,gnn_embed_51,gnn_embed_52,gnn_embed_53,gnn_embed_54,gnn_embed_55,gnn_embed_56,gnn_embed_57,gnn_embed_58,gnn_embed_59,gnn_embed_60,gnn_embed_61,gnn_embed_62,gnn_embed_63
Perambalur,0.0,0.0,0.0,0.0,131.9054,183.60788,398.75085,0.0,0.0,511.25183,222.70435,29.142311,0.0,631.4324,135.91978,0.0,0.0,0.0,126.948685,518.65607,0.0,0.0,0.0,0.0,194.42564,0.0,0.0,104.30574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.2371,0.0,92.25703,0.0,0.0,0.0,0.0,120.94077,114.48166,133.94705,0.0,379.26062,128.83429,159.69266,0.0,0.0,52.1969,0.0,0.0,0.0,59.460983,0.0,0.0,389.06177,61.459,0.0,0.0,0.0
Pudukkottai,0.0,0.0,0.0,0.0,131.8173,288.23654,467.01825,0.0,0.0,560.6146,247.60962,59.13321,0.0,744.5908,80.77063,0.0,0.0,0.0,209.9247,647.7853,0.0,0.0,0.0,0.0,281.07416,0.0,0.0,185.82668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.53923,0.0,106.26468,0.0,2.2684174,0.0,0.0,148.60133,167.76404,124.689255,0.0,374.55228,182.8357,276.68933,0.0,0.0,0.0,0.0,0.0,0.0,112.64537,0.0,0.0,414.27283,127.03609,0.0,0.0,0.0
Ramanathapuram,0.0,0.0,0.0,0.0,141.52603,132.12598,372.37668,0.0,0.0,500.665,215.73688,20.982422,0.0,587.94257,161.3675,0.0,0.0,0.0,89.11377,472.26248,0.0,0.0,0.0,0.0,150.83238,0.0,0.0,66.347855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.38312,0.0,96.661804,0.0,0.0,0.0,0.0,106.68909,106.07772,141.13498,0.0,387.9349,106.076935,111.11456,0.0,0.0,92.62323,0.0,0.0,0.0,42.423187,0.0,0.0,387.2158,34.862625,0.0,0.0,0.0
Salem,0.0,0.0,0.0,0.0,134.9375,123.26474,362.34808,0.0,0.0,487.30682,210.37317,13.290459,0.0,570.6656,168.4354,0.0,0.0,0.0,79.86116,449.4173,0.0,0.0,0.0,0.0,144.29095,0.0,0.0,58.09546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.8955,0.0,86.935135,0.0,0.0,0.0,0.0,105.55292,88.10634,140.09924,0.0,384.64966,98.827576,94.211914,0.0,0.0,96.48337,0.0,0.0,0.0,30.889832,0.0,0.0,378.4093,25.094452,0.0,0.0,0.0
Sivaganga,0.0,0.0,0.0,0.0,159.06073,100.497406,382.1189,0.0,0.0,534.27313,231.30481,12.76635,0.0,603.02966,199.05255,0.0,0.0,0.0,66.50403,472.741,0.0,0.0,0.0,0.0,127.34567,0.0,0.0,42.519775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.897,0.0,105.46841,0.0,0.0,0.0,0.0,107.250015,106.15981,156.40567,0.0,427.69614,95.56108,80.199066,0.0,0.0,132.39282,0.0,0.0,0.0,29.30075,0.0,0.0,418.29025,15.04834,0.0,0.0,0.0
Thanjavur,0.0,0.0,0.0,0.0,154.23586,100.642914,379.0886,0.0,0.0,527.7189,229.49965,9.1888275,0.0,598.1264,200.55164,0.0,0.0,0.0,65.38132,464.67517,0.0,0.0,0.0,0.0,127.84657,0.0,0.0,41.923615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.90686,0.0,99.394226,0.0,0.0,0.0,0.0,108.51814,97.40387,154.5652,0.0,424.62286,93.9672,75.483826,0.0,0.0,130.36926,0.0,0.0,0.0,24.632172,0.0,0.0,413.789,12.556183,0.0,0.0,0.0
Thenilgiris,0.0,0.0,0.0,0.0,158.3379,283.80508,516.0255,0.0,0.0,640.98303,284.4991,54.23523,0.0,822.86523,122.07785,0.0,0.0,0.0,208.05066,703.09924,0.0,0.0,0.0,0.0,283.5355,0.0,0.0,180.26794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.2882,0.0,121.63622,0.0,0.0,0.0,0.0,161.92963,180.73077,148.60233,0.0,442.0232,188.6748,271.16656,0.0,0.0,12.917847,0.0,0.0,0.0,109.00197,0.0,0.0,477.30313,118.27615,0.0,0.0,0.0
Theni,0.0,0.0,0.0,0.0,160.47978,193.90414,450.53778,0.0,0.0,589.6113,259.62872,36.18193,0.0,716.39307,158.53058,0.0,0.0,0.0,140.38498,594.5256,0.0,0.0,0.0,0.0,206.16687,0.0,0.0,114.74252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.15485,0.0,116.83999,0.0,0.0,0.0,0.0,135.96814,151.0311,150.93721,0.0,434.7906,144.20346,181.98462,0.0,0.0,70.55875,0.0,0.0,0.0,72.81853,0.0,0.0,449.373,70.71817,0.0,0.0,0.0
Thiruvallur,0.0,0.0,0.0,0.0,122.59999,142.39093,351.38892,0.0,0.0,459.82346,198.1683,19.091248,0.0,554.1048,140.85223,0.0,0.0,0.0,94.166565,444.9454,0.0,0.0,0.0,0.0,157.48051,0.0,0.0,73.78984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.08517,0.0,81.35488,0.0,0.0,0.0,0.0,103.68723,89.82556,127.89099,0.0,353.13858,104.84453,114.77182,0.0,0.0,69.08377,0.0,0.0,0.0,40.58863,0.0,0.0,353.67856,38.866577,0.0,0.0,0.0
Thiruvarur,0.0,0.0,0.0,0.0,131.85458,187.96552,402.00037,0.0,0.0,513.9708,224.52057,30.110199,0.0,637.3272,133.97282,0.0,0.0,0.0,130.67009,524.28796,0.0,0.0,0.0,0.0,197.96207,0.0,0.0,107.9059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.75,0.0,92.61322,0.0,0.0,0.0,0.0,122.646774,116.81905,133.3244,0.0,379.18326,131.2814,164.25754,0.0,0.0,49.23282,0.0,0.0,0.0,61.644394,0.0,0.0,390.8393,64.24632,0.0,0.0,0.0
Thoothukkudi,0.0,0.0,0.0,0.0,127.07893,160.22388,365.34308,0.0,0.0,473.38065,202.89044,28.68679,0.0,577.07837,128.81303,0.0,0.0,0.0,109.20766,474.04715,0.0,0.0,0.0,0.0,171.86319,0.0,0.0,87.36876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.77661,0.0,89.88931,0.0,0.0,0.0,0.0,106.39425,107.05564,128.5101,0.0,354.701,115.74213,138.89111,0.0,0.0,58.363068,0.0,0.0,0.0,54.517708,0.0,0.0,361.83694,52.53714,0.0,0.0,0.0
Tiruchirappalli,0.0,0.0,0.0,0.0,140.39809,282.32486,479.15042,0.0,0.0,583.59656,257.74918,56.084938,0.0,763.2277,95.75769,0.0,0.0,0.0,205.60701,659.69324,0.0,0.0,0.0,0.0,277.8565,0.0,0.0,180.9068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.81317,0.0,110.62424,0.0,0.0,0.0,0.0,151.15747,170.1029,132.43134,0.0,395.3609,182.0743,270.61014,0.0,0.0,0.0,0.0,0.0,0.0,109.603165,0.0,0.0,432.0746,121.56703,0.0,0.0,0.0
Tirunelveli,0.0,0.0,0.0,0.0,132.42842,156.33655,371.16083,0.0,0.0,485.13916,208.05359,28.526588,0.0,586.5196,135.8234,0.0,0.0,0.0,106.93178,480.72626,0.0,0.0,0.0,0.0,169.39034,0.0,0.0,84.333176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.79327,0.0,93.77992,0.0,0.0,0.0,0.0,107.23308,110.51653,132.6013,0.0,365.31824,115.597466,136.1185,0.0,0.0,65.96994,0.0,0.0,0.0,54.04767,0.0,0.0,371.75394,50.40547,0.0,0.0,0.0
Tiruppur,0.0,0.0,0.0,0.0,169.41093,265.38138,519.38525,0.0,0.0,658.2225,292.95062,52.655533,0.0,829.42664,140.52167,0.0,0.0,0.0,196.7204,705.73895,0.0,0.0,0.0,0.0,268.84244,0.0,0.0,168.29733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.38882,0.0,130.02766,0.0,0.0,0.0,0.0,162.25653,187.84792,155.1855,0.0,462.54944,183.61407,258.47314,0.0,0.0,33.425568,0.0,0.0,0.0,104.66795,0.0,0.0,493.74744,110.23215,0.0,0.0,0.0
Tiruvannamalai,0.0,0.0,0.0,0.0,112.510956,152.0213,341.6543,0.0,0.0,437.63345,187.60187,20.47702,0.0,537.4825,125.472015,0.0,0.0,0.0,99.6286,433.83142,0.0,0.0,0.0,0.0,164.16954,0.0,0.0,80.49458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.52902,0.0,74.38042,0.0,0.0,0.0,0.0,101.283325,83.44864,120.89543,0.0,331.7771,105.88373,121.56262,0.0,0.0,53.781982,0.0,0.0,0.0,43.20137,0.0,0.0,335.2277,44.081604,0.0,0.0,0.0
Vellore,0.0,0.0,0.0,0.0,127.361115,139.97244,359.8496,0.0,0.0,473.79044,204.72964,17.317932,0.0,567.2107,150.16312,0.0,0.0,0.0,92.19177,452.73657,0.0,0.0,0.0,0.0,156.73679,0.0,0.0,71.470856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.58585,0.0,83.51495,0.0,0.0,0.0,0.0,105.92382,90.54735,132.6674,0.0,365.72223,104.76617,111.157196,0.0,0.0,77.13678,0.0,0.0,0.0,38.91973,0.0,0.0,365.66006,36.069977,0.0,0.0,0.0
Viluppuram,0.0,0.0,0.0,0.0,119.5296,130.7471,338.9826,0.0,0.0,445.67822,190.98543,15.262779,0.0,532.72687,143.77428,0.0,0.0,0.0,83.909805,422.8808,0.0,0.0,0.0,0.0,147.39487,0.0,0.0,64.357544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.78009,0.0,77.03738,0.0,0.0,0.0,0.0,98.69438,79.84645,127.317924,0.0,346.58224,97.325554,100.01102,0.0,0.0,75.2728,0.0,0.0,0.0,34.238083,0.0,0.0,344.50583,31.26265,0.0,0.0,0.0
Virudunagar,0.0,0.0,0.0,0.0,147.0334,120.230225,373.87354,0.0,0.0,510.10236,220.06796,18.08033,0.0,590.44495,174.034,0.0,0.0,0.0,80.68915,470.3269,0.0,0.0,0.0,0.0,141.74095,0.0,0.0,57.45166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.37714,0.0,99.3235,0.0,0.0,0.0,0.0,106.55748,105.62642,145.78116,0.0,400.5439,101.988625,99.612335,0.0,0.0,106.114716,0.0,0.0,0.0,37.336304,0.0,0.0,396.23865,27.650803,0.0,0.0,0.0
Adilabad,0.0,0.0,0.0,0.0,92.22125,113.62854,274.61902,0.0,0.0,353.52948,146.7659,12.224121,0.0,427.57428,113.24075,0.0,0.0,0.0,66.99681,336.61783,0.0,0.0,0.0,0.0,127.68144,0.0,0.0,51.240982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.54771,0.0,56.451714,0.0,0.0,0.0,0.0,77.71382,50.08124,106.56749,0.0,279.1811,79.5694,78.043655,0.0,0.0,56.536133,0.0,0.0,0.0,24.678688,0.0,0.0,273.3682,23.6185,0.0,0.0,0.0
Hyderabad,0.0,0.0,0.0,0.0,107.58583,148.38828,328.35696,0.0,0.0,418.88953,177.52483,20.704655,0.0,515.54114,118.99071,0.0,0.0,0.0,95.17551,415.47998,0.0,0.0,0.0,0.0,160.53665,0.0,0.0,76.00369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.75464,0.0,70.79176,0.0,0.0,0.0,0.0,96.08556,75.92673,118.12132,0.0,319.42703,102.36319,115.84375,0.0,0.0,50.491333,0.0,0.0,0.0,40.780106,0.0,0.0,321.16614,41.48517,0.0,0.0,0.0
Karimnagar,0.0,0.0,0.0,0.0,91.59302,154.17732,301.48367,0.0,0.0,373.38715,156.32452,23.580841,0.0,472.13617,92.73949,0.0,0.0,0.0,98.77318,386.37512,0.0,0.0,0.0,0.0,161.61989,0.0,0.0,81.98892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.70053,0.0,61.461575,0.0,0.0,0.0,0.0,88.4972,69.074455,103.833954,0.0,278.96127,100.21554,122.57968,0.0,0.0,28.133972,0.0,0.0,0.0,44.19542,0.0,0.0,283.48477,48.089035,0.0,0.0,0.0
Khammam,0.0,0.0,0.0,0.0,99.26251,103.121216,279.52972,0.0,0.0,367.22333,152.68553,10.317486,0.0,434.76874,126.06769,0.0,0.0,0.0,60.007812,339.7727,0.0,0.0,0.0,0.0,119.60919,0.0,0.0,43.90268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.33746,0.0,60.765697,0.0,0.0,0.0,0.0,77.98208,52.534843,112.17674,0.0,293.69604,76.404945,69.34604,0.0,0.0,70.93877,0.0,0.0,0.0,21.633682,0.0,0.0,285.45404,17.922272,0.0,0.0,0.0
Mahbubnagar,0.0,0.0,0.0,0.0,90.170395,152.84906,301.8956,0.0,0.0,373.77228,156.87802,20.27819,0.0,472.17923,96.808975,0.0,0.0,0.0,96.26732,382.35593,0.0,0.0,0.0,0.0,161.27225,0.0,0.0,79.50809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.2342,0.0,58.15822,0.0,0.0,0.0,0.0,88.990036,62.624798,105.01885,0.0,281.19553,98.57452,116.82817,0.0,0.0,30.419037,0.0,0.0,0.0,40.20021,0.0,0.0,284.06235,44.5018,0.0,0.0,0.0
Medak,0.0,0.0,0.0,0.0,109.295815,152.9685,334.9225,0.0,0.0,427.24982,181.64778,21.501621,0.0,526.2929,119.5963,0.0,0.0,0.0,99.42186,426.18625,0.0,0.0,0.0,0.0,164.61662,0.0,0.0,80.13109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.33835,0.0,72.38972,0.0,0.0,0.0,0.0,98.939156,79.80657,118.75224,0.0,324.46033,105.46135,122.04816,0.0,0.0,48.881775,0.0,0.0,0.0,42.58853,0.0,0.0,326.0375,44.070694,0.0,0.0,0.0
Nalgonda,0.0,0.0,0.0,0.0,92.575226,148.56288,302.92664,0.0,0.0,377.94928,159.37651,20.159142,0.0,474.51428,101.32587,0.0,0.0,0.0,94.517914,383.61792,0.0,0.0,0.0,0.0,157.84386,0.0,0.0,77.64052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.81305,0.0,60.053127,0.0,0.0,0.0,0.0,89.923225,64.746796,105.936905,0.0,286.0938,97.75097,114.81151,0.0,0.0,34.71161,0.0,0.0,0.0,39.223297,0.0,0.0,288.4405,43.153824,0.0,0.0,0.0
Nizamabad,0.0,0.0,0.0,0.0,111.300385,131.36513,322.1496,0.0,0.0,419.08417,177.67723,16.842766,0.0,504.91345,129.40985,0.0,0.0,0.0,83.03926,402.4285,0.0,0.0,0.0,0.0,146.21165,0.0,0.0,64.37331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.70605,0.0,72.1981,0.0,0.0,0.0,0.0,92.119514,73.67437,121.05119,0.0,323.9297,94.788445,99.87225,0.0,0.0,65.233765,0.0,0.0,0.0,35.227448,0.0,0.0,323.0608,32.581665,0.0,0.0,0.0
Rangareddy,0.0,0.0,0.0,0.0,102.68562,157.34319,326.20276,0.0,0.0,410.60367,173.71254,22.368084,0.0,511.7815,108.8356,0.0,0.0,0.0,101.42096,415.81363,0.0,0.0,0.0,0.0,167.13884,0.0,0.0,82.90756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.11578,0.0,68.170654,0.0,0.0,0.0,0.0,95.7862,75.801315,114.1219,0.0,308.59125,105.10142,124.66266,0.0,0.0,39.701782,0.0,0.0,0.0,44.365646,0.0,0.0,312.35663,46.76909,0.0,0.0,0.0
Warangal,0.0,0.0,0.0,0.0,98.184715,104.989624,278.5746,0.0,0.0,364.364,151.21704,11.0698395,0.0,433.16357,123.41464,0.0,0.0,0.0,61.126465,339.04153,0.0,0.0,0.0,0.0,121.07938,0.0,0.0,44.889587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.79233,0.0,60.230408,0.0,0.0,0.0,0.0,77.58197,52.184082,111.380936,0.0,290.89188,76.9808,70.711426,0.0,0.0,68.54851,0.0,0.0,0.0,22.449219,0.0,0.0,283.3978,19.049072,0.0,0.0,0.0
Dhalai,0.0,0.0,0.0,0.0,106.82463,163.82446,337.6886,0.0,0.0,425.74197,181.92867,25.257576,0.0,531.577,109.827194,0.0,0.0,0.0,108.726715,434.72424,0.0,0.0,0.0,0.0,172.67635,0.0,0.0,89.45572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.84962,0.0,72.72943,0.0,0.0,0.0,0.0,100.88192,85.41708,115.121994,0.0,317.34686,110.62657,135.19714,0.0,0.0,38.224884,0.0,0.0,0.0,48.974678,0.0,0.0,323.31046,52.12883,0.0,0.0,0.0
Gomati,0.0,0.0,0.0,0.0,110.087845,152.21169,335.06317,0.0,0.0,428.01453,182.81148,22.554634,0.0,527.0612,118.56004,0.0,0.0,0.0,100.117966,427.3069,0.0,0.0,0.0,0.0,163.34366,0.0,0.0,80.77278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.01709,0.0,74.00131,0.0,0.0,0.0,0.0,98.72061,83.58031,118.15926,0.0,323.11176,105.631424,123.342804,0.0,0.0,49.383026,0.0,0.0,0.0,44.685097,0.0,0.0,327.03568,45.55754,0.0,0.0,0.0
Khowai,0.0,0.0,0.0,0.0,111.16735,142.64877,330.3426,0.0,0.0,426.19766,181.77315,19.949554,0.0,519.1644,124.69667,0.0,0.0,0.0,92.66255,417.72226,0.0,0.0,0.0,0.0,155.47379,0.0,0.0,73.42302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.4169,0.0,73.47793,0.0,0.0,0.0,0.0,96.8105,79.60515,119.57523,0.0,325.75183,101.1611,113.13278,0.0,0.0,56.999115,0.0,0.0,0.0,39.928917,0.0,0.0,326.5785,39.54489,0.0,0.0,0.0
Northtripura,0.0,0.0,0.0,0.0,122.78972,120.416504,336.0956,0.0,0.0,448.1435,191.96149,13.931824,0.0,527.8675,150.04268,0.0,0.0,0.0,76.80336,416.4205,0.0,0.0,0.0,0.0,138.81758,0.0,0.0,56.78987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.55237,0.0,79.05673,0.0,0.0,0.0,0.0,96.57097,79.05656,129.83298,0.0,351.70612,93.51056,91.16666,0.0,0.0,84.332275,0.0,0.0,0.0,30.73426,0.0,0.0,346.7057,25.591293,0.0,0.0,0.0
Sipahijala,0.0,0.0,0.0,0.0,109.676025,147.87299,331.08972,0.0,0.0,424.2313,180.93216,21.504456,0.0,520.5701,119.842255,0.0,0.0,0.0,96.655075,420.82224,0.0,0.0,0.0,0.0,159.54622,0.0,0.0,77.48906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.00003,0.0,73.263374,0.0,0.0,0.0,0.0,97.17251,81.40507,118.018486,0.0,321.69595,103.27443,118.63071,0.0,0.0,51.825073,0.0,0.0,0.0,42.77266,0.0,0.0,324.63605,43.1127,0.0,0.0,0.0
Southtripura,0.0,0.0,0.0,0.0,110.33658,147.12514,332.0308,0.0,0.0,426.33203,181.88199,21.165035,0.0,522.18805,121.60948,0.0,0.0,0.0,96.18976,421.98184,0.0,0.0,0.0,0.0,159.19888,0.0,0.0,76.73566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.95016,0.0,73.5929,0.0,0.0,0.0,0.0,97.65504,81.46409,118.66345,0.0,324.39688,103.210014,117.96344,0.0,0.0,52.90222,0.0,0.0,0.0,41.845802,0.0,0.0,326.05283,42.35884,0.0,0.0,0.0
Unokoti,0.0,0.0,0.0,0.0,111.96813,130.61978,323.20047,0.0,0.0,421.5545,179.39366,16.97615,0.0,507.11475,130.95425,0.0,0.0,0.0,83.27298,404.0579,0.0,0.0,0.0,0.0,145.42552,0.0,0.0,64.255264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.13104,0.0,72.71724,0.0,0.0,0.0,0.0,93.534225,74.772125,120.9139,0.0,326.59738,95.17629,100.23718,0.0,0.0,65.96533,0.0,0.0,0.0,34.635757,0.0,0.0,324.61148,32.48462,0.0,0.0,0.0
Westtripura,0.0,0.0,0.0,0.0,109.10329,144.31729,327.62756,0.0,0.0,421.00992,179.33926,20.436203,0.0,514.8661,121.13785,0.0,0.0,0.0,93.74092,415.10092,0.0,0.0,0.0,0.0,156.47255,0.0,0.0,74.71571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.32364,0.0,72.256775,0.0,0.0,0.0,0.0,96.17942,78.80359,117.80058,0.0,320.92667,101.363594,114.6969,0.0,0.0,53.600647,0.0,0.0,0.0,40.555992,0.0,0.0,322.19366,40.7285,0.0,0.0,0.0
Agra,0.0,0.0,0.0,0.0,156.94368,0.0,295.4408,0.0,0.0,465.2666,197.5413,0.0,0.0,459.467,261.01328,0.0,0.0,0.0,0.0,314.30322,0.0,0.0,0.0,0.0,24.055328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.97375,0.0,87.61214,0.0,0.0,0.0,0.0,74.99889,42.25602,163.61844,0.0,427.4663,31.704117,0.0,0.0,0.0,215.244,0.0,0.0,0.0,0.0,0.0,0.0,381.39966,0.0,0.0,0.0,0.0
Aligarh,0.0,0.0,0.0,0.0,251.25842,330.64905,698.56775,0.0,0.0,909.9278,410.37146,79.56703,0.0,1122.7413,195.84079,0.0,0.0,0.0,260.96405,969.4638,0.0,0.0,0.0,0.0,335.47266,0.0,0.0,221.43079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.18573,0.0,202.7464,0.0,0.0,0.0,0.0,215.84772,300.36737,207.69698,0.0,633.22723,245.18048,354.82275,0.0,0.0,66.04199,0.0,0.0,0.0,154.69302,0.0,0.0,684.63745,152.62698,0.0,0.0,0.0
Allahabad,0.0,0.0,0.0,0.0,102.629105,178.08188,341.72263,0.0,0.0,423.26773,180.24284,27.566593,0.0,537.57544,100.47575,0.0,0.0,0.0,117.86838,442.62173,0.0,0.0,0.0,0.0,184.70505,0.0,0.0,98.69496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.68376,0.0,70.247986,0.0,0.0,0.0,0.0,102.750465,84.76341,113.02196,0.0,311.1259,115.9688,146.9609,0.0,0.0,26.077972,0.0,0.0,0.0,53.353363,0.0,0.0,319.7312,58.767426,0.0,0.0,0.0
Ambedkarnagar,0.0,0.0,0.0,0.0,98.847565,153.65276,312.17844,0.0,0.0,391.90475,166.31126,25.20216,0.0,491.47595,98.20979,0.0,0.0,0.0,101.91687,403.40964,0.0,0.0,0.0,0.0,161.491,0.0,0.0,84.3114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.93155,0.0,68.31372,0.0,0.0,0.0,0.0,91.803345,80.95781,106.61037,0.0,290.6598,103.252716,127.31027,0.0,0.0,33.55603,0.0,0.0,0.0,48.09491,0.0,0.0,298.43564,50.554825,0.0,0.0,0.0
Amethi,0.0,0.0,0.0,0.0,99.30639,146.06079,310.4577,0.0,0.0,392.8899,165.85474,20.8815,0.0,487.07697,107.408066,0.0,0.0,0.0,93.80347,394.84644,0.0,0.0,0.0,0.0,156.30948,0.0,0.0,76.05028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.5791,0.0,65.684105,0.0,0.0,0.0,0.0,91.15552,71.66887,110.05914,0.0,298.08594,98.949455,115.20285,0.0,0.0,41.546387,0.0,0.0,0.0,40.277588,0.0,0.0,299.35568,42.41034,0.0,0.0,0.0
Amroha,0.0,0.0,0.0,0.0,270.67276,326.68146,730.7403,0.0,0.0,964.2639,436.44553,79.82262,0.0,1176.7021,222.28247,0.0,0.0,0.0,261.86646,1011.06396,0.0,0.0,0.0,0.0,335.50775,0.0,0.0,219.29492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.60736,0.0,217.06572,0.0,0.0,0.0,0.0,226.32481,317.36002,221.67401,0.0,679.01434,250.57916,356.0349,0.0,0.0,87.56311,0.0,0.0,0.0,155.07295,0.0,0.0,728.5925,150.259,0.0,0.0,0.0
Auraiya,0.0,0.0,0.0,0.0,85.55357,109.19821,261.9506,0.0,0.0,335.20465,138.0899,9.908562,0.0,406.41647,109.31381,0.0,0.0,0.0,62.29071,316.9316,0.0,0.0,0.0,0.0,123.08151,0.0,0.0,47.04695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.60428,0.0,50.33704,0.0,0.0,0.0,0.0,73.80008,40.638866,102.99459,0.0,266.77567,74.93256,70.33966,0.0,0.0,54.271988,0.0,0.0,0.0,20.52884,0.0,0.0,259.1471,20.194244,0.0,0.0,0.0
Azamgarh,0.0,0.0,0.0,0.0,101.915054,151.23729,318.2789,0.0,0.0,402.39554,171.41841,23.250805,0.0,501.18155,106.87778,0.0,0.0,0.0,99.78201,408.4386,0.0,0.0,0.0,0.0,160.73955,0.0,0.0,81.54622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.94867,0.0,69.08976,0.0,0.0,0.0,0.0,94.40338,79.6321,110.23351,0.0,302.20984,103.03198,123.27026,0.0,0.0,39.593475,0.0,0.0,0.0,44.7436,0.0,0.0,307.2196,47.267075,0.0,0.0,0.0
Baghpat,0.0,0.0,0.0,0.0,207.25621,0.0,385.97437,0.0,0.0,609.7009,265.83017,0.0,0.0,609.13165,318.06213,0.0,0.0,0.0,0.0,436.34598,0.0,0.0,0.0,0.0,35.51654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.23938,0.0,126.573784,0.0,0.0,0.0,0.0,101.83372,93.304016,199.02728,0.0,539.15234,51.915863,0.0,0.0,0.0,261.46426,0.0,0.0,0.0,0.0,0.0,0.0,494.68036,0.0,0.0,0.0,0.0
Bahraich,0.0,0.0,0.0,0.0,89.39299,128.42336,276.94553,0.0,0.0,349.99084,145.32106,18.821846,0.0,432.76645,97.630615,0.0,0.0,0.0,79.992584,348.92487,0.0,0.0,0.0,0.0,138.55756,0.0,0.0,63.99443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.82455,0.0,58.455578,0.0,0.0,0.0,0.0,78.88028,60.026703,101.54238,0.0,268.02158,86.87533,97.51753,0.0,0.0,41.149353,0.0,0.0,0.0,34.876022,0.0,0.0,268.30795,35.558746,0.0,0.0,0.0
